id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51301468,Rental unit in Antwerpen · ★4.02 · 3 bedrooms · 6 beds · 1.5 baths,165436938,Luca,,Historisch Centrum,51.22393,4.40056,Entire home/apt,55,1,54,2023-05-07,2.35,44,308,31,
51304062,Rental unit in Antwerpen · ★4.14 · 3 bedrooms · 5 beds · 1.5 baths,165436938,Luca,,Historisch Centrum,51.22448,4.40151,Entire home/apt,55,1,77,2023-06-11,3.44,44,303,37,
51324758,Rental unit in Antwerpen · ★4.50 · 1 bedroom · 1 bed · 1.5 shared baths,2550216,Charles,,Oosterveld - Elsdonk,51.17623,4.42399,Private room,67,2,4,2023-03-12,0.36,2,31,4,
51339935,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 4 beds · 1.5 baths,286871955,Nancy M.,,Merksem - Heide,51.25409,4.44576,Entire home/apt,89,7,12,2023-06-13,0.54,1,104,8,
51340829,Condo in Antwerpen · ★4.50 · 1 bedroom · 1 bed · 1 bath,6704086,Julie,,Stadspark,51.20513,4.41581,Entire home/apt,65,4,4,2022-08-28,0.28,1,0,1,
51397319,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,14367631,Michiel,,Historisch Centrum,51.222847,4.402324,Entire home/apt,137,2,148,2023-06-10,7.00,6,335,73,
51421663,Loft in Antwerpen · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,222831298,Arne,,Eilandje,51.23134,4.41303,Entire home/apt,209,30,25,2023-03-26,1.09,22,154,9,
51436359,Home in Antwerpen · ★4.64 · 1 bedroom · 1 bed · 1 bath,413052,Valérie,,Dam,51.22936,4.43101,Entire home/apt,88,2,14,2023-04-10,0.68,1,60,7,
51440919,Home in Antwerpen · ★4.87 · 2 bedrooms · 2 beds · 1.5 baths,416619511,Karen,,Borgerhout Extra Muros,51.21326,4.45408,Entire home/apt,105,2,30,2023-06-11,2.14,1,58,17,
51451001,Place to stay in Antwerpen · ★4.54 · 1 bedroom · 2 beds · 1 bath,15780894,Simon,,Universiteitsbuurt,51.22166,4.40629,Private room,60,1,217,2023-06-23,9.42,10,38,123,
51527947,Rental unit in Antwerpen · ★4.65 · 1 bedroom · 1 bed · 1 bath,41209102,Lilly,,Borgerhout Extra Muros,51.20629,4.45129,Entire home/apt,54,1,60,2023-06-17,2.64,1,8,30,
51544617,Condo in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,62639610,Elektra,,Nieuw - Kwartier West,51.18133,4.43113,Private room,78,1,28,2023-05-29,1.33,2,169,17,
51549616,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,4528582,Hélène,,Tentoonstellingswijk,51.19195,4.39528,Entire home/apt,95,2,2,2023-06-25,1.58,1,360,2,
51552571,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,13145096,Veerle,,Deurne Zuid Oost,51.20056,4.46847,Entire home/apt,120,2,9,2023-03-12,0.45,4,262,6,
51592927,Townhouse in Antwerpen · 1 bedroom · 1 bed · 2 baths,149283621,Elene,,Brederode,51.20697,4.40359,Private room,94,2,0,,,5,78,0,
51663397,Condo in Antwerpen · ★3.83 · 3 bedrooms · 3 beds · 1.5 baths,52106350,Jackie,,Amandus - Atheneum,51.2186,4.42667,Entire home/apt,135,2,30,2023-06-08,1.34,7,351,13,
51664876,Home in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,1131084,Katrien,,Deurne Zuid Oost,51.19873,4.46323,Entire home/apt,82,2,12,2023-06-11,0.58,1,87,10,
51678964,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,361513412,Daily,,Universiteitsbuurt,51.22024,4.41396,Entire home/apt,102,1,21,2023-04-10,1.21,12,86,16,
51686228,Condo in Antwerpen · ★4.88 · 1 bedroom · 1.5 baths,392681633,Jef,,Harmonie,51.20345,4.40564,Entire home/apt,110,3,8,2023-05-29,0.40,1,336,4,
51697019,Condo in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1.5 baths,40123932,Elisabeth,,Universiteitsbuurt,51.22431,4.40673,Entire home/apt,79,1,36,2023-06-11,1.61,1,6,18,
51749824,Rental unit in Antwerpen · ★4.74 · 1 bedroom · 1 bed · 1 bath,177183639,Hannes,,Amandus - Atheneum,51.22134,4.41875,Entire home/apt,98,2,82,2023-06-11,3.66,2,88,36,
51794088,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,118070281,Alexia,,Oud - Berchem,51.19507,4.41379,Entire home/apt,99,28,5,2023-02-20,0.38,1,0,4,
51797301,Rental unit in Antwerpen · ★4.68 · 1 bedroom · 2 beds · 1 bath,52613811,Stefaan,,Centraal Station,51.21679,4.42779,Entire home/apt,149,1,22,2023-05-21,0.98,1,80,13,
51811514,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,13930931,Ruth,,Historisch Centrum,51.22091,4.4035,Entire home/apt,150,2,38,2023-04-09,1.76,1,362,16,
51821504,Townhouse in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 private bath,138496466,Kurt,,Harmonie,51.20498,4.40788,Private room,70,1,66,2022-09-06,2.98,1,0,13,
51861612,Rental unit in Antwerpen · ★4.11 · 3 bedrooms · 6 beds · 3 baths,317037207,Elisa,,Theaterbuurt-Meir,51.21876,4.40786,Entire home/apt,55,1,56,2023-06-13,3.32,43,253,50,
51863380,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,209435898,Aline,,Amandus - Atheneum,51.22453,4.41975,Entire home/apt,180,1,9,2022-02-27,0.52,1,0,0,
51864931,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 2 beds · 1 bath,80157868,Annabel,,Zurenborg,51.21028,4.42536,Entire home/apt,110,2,3,2022-08-15,0.22,1,0,1,
51900026,Rental unit in Antwerpen · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,54165504,John-John,,Universiteitsbuurt,51.22415,4.40856,Entire home/apt,377,4,28,2023-06-11,1.46,2,162,17,
51904178,Home in Antwerpen · Studio · 1 bed · 3 shared baths,118536151,Pim,,Amandus - Atheneum,51.21994,4.42274,Private room,36,90,1,2022-04-15,0.07,7,364,0,
51916312,Aparthotel in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,420506177,Ludo,,Zuid,51.20974,4.39708,Entire home/apt,175,1,18,2022-12-14,0.81,6,364,3,
51932634,Condo in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,30723310,Yolan,,Stadspark,51.21115,4.41119,Entire home/apt,69,14,7,2022-11-07,0.34,1,356,3,
51950999,Aparthotel in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,420506177,Ludo,,Zuid,51.2121,4.39667,Entire home/apt,174,1,18,2023-06-19,0.83,6,325,5,
51951570,Townhouse in Antwerpen · ★4.93 · Studio · 2 beds · 1.5 shared baths,29917265,Sara,,Deurne Zuid West,51.21068,4.4548,Private room,58,2,46,2023-06-11,2.44,3,70,16,
51955913,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 bath,36258248,Elke,,Borgerhout Intra Muros Zuid,51.21618,4.43045,Entire home/apt,68,3,38,2023-06-18,1.84,1,41,32,
51957123,Rental unit in Antwerpen · 3 bedrooms · 6 beds · 1.5 baths,368780735,Оксана,,Borgerhout Intra Muros Noord,51.21673,4.43736,Entire home/apt,79,14,0,,,13,0,0,
51967682,Rental unit in Antwerpen · 2 bedrooms · 5 beds · 1.5 baths,368780735,Оксана,,Borgerhout Intra Muros Noord,51.21733,4.43874,Entire home/apt,70,14,1,2021-09-19,0.05,13,0,0,
52014982,Home in Antwerpen · ★4.71 · 5 bedrooms · 8 beds · 3 baths,133352001,Willem,,Deurne Noord,51.23356,4.45496,Entire home/apt,307,2,51,2023-06-23,2.41,1,71,26,
52026637,Condo in Antwerpen · ★4.56 · 1 bedroom · 1 bed · 1.5 baths,421284339,Koen,,Amandus - Atheneum,51.22938,4.41462,Entire home/apt,59,2,9,2023-04-30,1.00,1,63,9,
52046870,Aparthotel in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,420506177,Ludo,,Zuid,51.20976,4.39664,Entire home/apt,174,2,33,2023-06-25,1.54,6,325,13,
52064704,Aparthotel in Antwerpen · ★4.94 · 2 bedrooms · 3 beds · 1.5 baths,420506177,Ludo,,Zuid,51.21199,4.39662,Private room,226,2,16,2023-04-08,0.74,6,306,6,
52067782,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,15427807,Caro,,Markgrave,51.19677,4.4035,Entire home/apt,70,5,1,2022-09-12,0.10,1,315,1,
52082928,Loft in Antwerpen · 1 bedroom · 1 bed · 1 bath,42416431,Arne,,Kiel,51.192273383121936,4.3802915607460235,Entire home/apt,75,3,1,2023-06-04,1,1,169,1,
52089122,Condo in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,1935190,Linda,,Zurenborg,51.20756,4.43187,Entire home/apt,91,7,16,2023-06-13,0.83,2,64,9,
52122677,Townhouse in Antwerpen · 1 bedroom · 4 beds · 1.5 shared baths,118536151,Pim,,Stuivenberg,51.22711,4.42554,Private room,32,90,0,,,7,262,0,
52158815,Loft in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,23210844,Myrthe,,Sint-Andries,51.217133,4.394827,Entire home/apt,100,2,116,2023-06-25,5.37,1,75,60,
52163567,Condo in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,35762040,Thijs & Kristof,,Harmonie,51.20723,4.40436,Entire home/apt,94,2,76,2023-06-19,3.79,2,73,39,
52163940,Condo in Antwerpen · ★4.96 · 3 bedrooms · 3 beds · 1.5 baths,907544,Guy,,Harmonie,51.200432,4.406842,Entire home/apt,107,2,45,2023-06-22,2.08,1,37,23,
52169472,Condo in Antwerpen · ★4.70 · Studio · 1 bed · 1 bath,40610250,Sawal,,Universiteitsbuurt,51.22011,4.41601,Entire home/apt,80,3,46,2023-06-05,2.53,1,20,29,
52176647,Rental unit in Antwerpen · ★4.10 · 1 bedroom · 1 bed · 1.5 baths,219813019,Chij Kumar,,Historisch Centrum,51.22152,4.40146,Entire home/apt,69,1,141,2023-06-11,6.48,5,322,80,
52181756,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 3 beds · 1 bath,422413264,Caroline,,Theaterbuurt-Meir,51.21879,4.40594,Entire home/apt,99,2,5,2021-12-29,0.25,2,0,0,
52191272,Rental unit in Antwerpen · ★4.48 · 1 bedroom · 1 bed · 1 bath,278342966,Illa,,Kruininge - Bremweide,51.23421,4.47133,Entire home/apt,77,2,48,2023-03-24,2.24,1,80,21,
52200892,Loft in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,24161925,Jens,,Zuid,51.20858,4.40033,Entire home/apt,186,3,8,2023-06-10,0.37,1,136,6,
52215131,Bed and breakfast in Antwerpen · ★4.79 · 2 bedrooms · 2 beds · 1 private bath,79289630,Stefan,,Hoboken - West,51.18433,4.34318,Private room,74,1,80,2023-05-31,3.68,1,205,32,
52215884,Loft in Antwerpen · 1 bedroom · 1 bed · 1 shared bath,69859212,Thomas,,Sint-Andries,51.21344,4.3921,Private room,63,1,2,2022-07-30,0.18,1,0,2,
52233251,Rental unit in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 bath,422824889,Tobit,,Haringrode,51.20635,4.41963,Entire home/apt,78,1,30,2022-11-13,1.52,1,48,12,
52296012,Rental unit in Antwerpen · ★4.76 · 2 bedrooms · 2 beds · 1.5 baths,312613914,Emeraude,,Markgrave,51.19383,4.39958,Entire home/apt,239,1,37,2023-04-20,2.13,2,48,18,
52304371,Condo in Antwerpen · 3 bedrooms · 1.5 baths,368780735,Оксана,,Haringrode,51.20733,4.42447,Entire home/apt,90,14,0,,,13,0,0,
52313604,Rental unit in Antwerpen · ★4.22 · 2 bedrooms · 4 beds · 1.5 baths,165436938,Luca,,Historisch Centrum,51.21831,4.39757,Entire home/apt,55,1,76,2023-06-14,3.79,44,305,71,
52313885,Rental unit in Antwerpen · ★4.18 · 2 bedrooms · 7 beds · 1.5 baths,165436938,Luca,,Historisch Centrum,51.21933,4.39633,Entire home/apt,55,1,22,2023-06-13,1.06,44,317,9,
52342377,Townhouse in Antwerpen · ★4.32 · 1 bedroom · 1 bed · 1.5 shared baths,208265108,Michael,,Borgerhout Intra Muros Noord,51.21976,4.44161,Private room,25,2,25,2023-06-04,1.49,1,25,22,
52368464,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1 bath,36456000,Linda,,Historisch Centrum,51.219158,4.399688,Entire home/apt,88,2,70,2023-06-15,3.63,3,272,42,
52377433,Aparthotel in Antwerpen · 1 bedroom · 2 beds · 1 private bath,244272948,Arass Hotel***& Business Flats,,Borgerhout Intra Muros Zuid,51.21084,4.42782,Private room,131,7,0,,,12,14,0,
52403714,Condo in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,2628351,Sarah,,Centraal Station,51.21122,4.42695,Entire home/apt,99,3,43,2023-01-02,2.13,1,98,21,
52413106,Rental unit in Antwerpen · ★4.29 · Studio · 2 beds · 1 bath,349719106,Bram,,Centraal Station,51.21832,4.42196,Entire home/apt,79,1,49,2023-05-02,2.31,3,174,18,
52438765,Condo in Antwerpen · ★3.97 · 1 bedroom · 1 bed · 1.5 shared baths,219813019,Chij Kumar,,Historisch Centrum,51.21955,4.40038,Private room,77,1,32,2022-10-16,1.70,5,80,14,
52461678,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 3 beds · 1 bath,424643503,Dominik & Sarah,,Amandus - Atheneum,51.22203,4.42332,Entire home/apt,95,5,37,2023-06-04,1.77,1,104,15,
52521550,Condo in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,14917980,Barbara,,Harmonie,51.20954513549805,4.405770778656006,Entire home/apt,93,2,7,2023-06-20,1.04,1,319,7,
52535670,Rental unit in Antwerpen · ★4.96 · 1 bedroom · 1 bed · 1 bath,425218779,Fons Sleeps,,Theaterbuurt-Meir,51.214134,4.410003,Entire home/apt,89,1,158,2023-06-23,7.73,2,291,94,
52566597,Condo in Antwerpen · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,855489,Ione,,Eilandje,51.231155,4.409182,Entire home/apt,219,2,26,2023-05-21,1.32,1,294,17,
52568642,Condo in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,39001675,Guus,,Harmonie,51.20966,4.40524,Entire home/apt,65,2,86,2023-01-01,4.11,6,180,38,
52569274,Condo in Antwerpen · ★4.59 · 2 bedrooms · 2 beds · 1 bath,39001675,Guus,,Harmonie,51.20733,4.40455,Entire home/apt,80,2,82,2023-06-25,3.96,6,328,49,
52579351,Condo in Antwerpen · ★4.65 · 3 bedrooms · 4 beds · 1 bath,39001675,Guus,,Harmonie,51.20906,4.40586,Entire home/apt,87,2,99,2023-06-25,4.74,6,315,54,
52593265,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,12108305,Stéphanie,,Tentoonstellingswijk,51.19325,4.39304,Private room,34,1,43,2023-06-16,2.06,2,35,20,
52645207,Townhouse in Antwerpen · ★4.81 · 1 bedroom · 2 beds · 1 shared bath,7721403,Veerle,,Dam,51.22992,4.43134,Private room,69,1,21,2023-06-15,1.02,1,59,12,
52645856,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 bath,43247005,Rebecca,,Historisch Centrum,51.21889,4.40036,Entire home/apt,99,1,17,2023-06-06,0.83,12,364,14,
52683142,Rental unit in Antwerpen · ★4.36 · 2 bedrooms · 6 beds · 1 bath,165436938,Luca,,Historisch Centrum,51.22128,4.39677,Entire home/apt,55,1,77,2023-06-10,3.73,44,313,37,
52728206,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,426864947,Magda,,Kruininge - Bremweide,51.23389,4.46304,Entire home/apt,60,1,0,,,1,0,0,
52728572,Rental unit in Antwerpen · ★4.39 · 2 bedrooms · 7 beds · 1 bath,165436938,Luca,,Historisch Centrum,51.22103,4.39863,Entire home/apt,54,1,100,2023-06-11,4.83,44,313,53,
52730244,Rental unit in Antwerpen · ★4.44 · 3 bedrooms · 6 beds · 1 bath,149585620,Lam,,Oud - Merksem,51.24974,4.4447,Entire home/apt,171,3,18,2022-12-27,0.98,1,17,10,
52732941,Condo in Antwerpen · 2 bedrooms · 6 beds · 1 bath,149963672,Yaniss,,Hoboken - Noord,51.18381,4.36939,Entire home/apt,199,7,1,2023-02-12,0.22,2,94,1,
52749596,Rental unit in Antwerpen · ★4.04 · 1 bedroom · 3 beds · 1 bath,317037207,Elisa,,Historisch Centrum,51.21974,4.399,Entire home/apt,55,1,28,2023-05-06,1.41,43,339,23,
52766665,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,243934119,Sam,,Stadspark,51.20979,4.41239,Entire home/apt,90,3,1,2023-04-30,0.49,1,0,1,
52785452,Rental unit in Antwerpen · ★4.08 · Studio · 3 beds · 1 bath,165436938,Luca,,Historisch Centrum,51.21985,4.39752,Entire home/apt,55,1,64,2023-05-29,3.13,44,336,44,
52787735,Loft in Antwerpen · ★4.86 · 3 bedrooms · 6 beds · 3 baths,180831861,Liesbeth,,Historisch Centrum,51.22102,4.39835,Entire home/apt,475,2,91,2023-06-26,4.45,1,285,57,
52792187,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,427388803,Olga,,Amandus - Atheneum,51.22765,4.42446,Entire home/apt,85,2,15,2023-05-08,0.76,1,0,6,
52794380,Condo in Antwerpen · ★4.88 · 2 bedrooms · 2 beds · 1 bath,9174116,Sascha,,Centraal Station,51.215813,4.417201,Entire home/apt,116,2,25,2023-06-23,2.79,2,279,25,
52850911,Condo in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,164820738,Niksa,,Oud - Berchem,51.19723,4.42717,Entire home/apt,60,2,44,2023-06-11,2.23,1,32,28,
52867504,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1 bath,33133325,Pieter,,Centraal Station,51.21722,4.41789,Entire home/apt,97,2,39,2023-02-03,1.93,1,71,12,
52878562,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1 bath,70748014,Dorien,,Eilandje,51.231632,4.409584,Entire home/apt,175,2,18,2023-05-08,1.28,1,158,12,
52881260,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,58876889,Fleur,,Oud - Berchem,51.20237,4.4314,Entire home/apt,64,1,75,2023-05-21,4.89,1,0,57,
52896425,Loft in Antwerpen · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,428245943,Aida,,Zuid,51.20983,4.39448,Entire home/apt,330,1,30,2023-06-04,1.52,8,108,13,
52896982,Loft in Antwerpen · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,428245943,Aida,,Zuid,51.209221,4.395305,Entire home/apt,243,1,47,2023-06-11,2.37,8,341,28,
52897697,Loft in Antwerpen · ★4.93 · 1 bedroom · 2 beds · 1.5 baths,428245943,Aida,,Zuid,51.209206,4.395305,Entire home/apt,177,1,29,2023-06-11,1.46,8,323,10,
52916681,Rental unit in Antwerpen · ★4.95 · 2 bedrooms · 2 beds · 1 bath,328539873,Delphine,,Harmonie,51.20518,4.4082,Entire home/apt,150,2,21,2023-06-18,1.58,1,92,18,
52919278,Bed and breakfast in Antwerpen · ★4.46 · 1 bedroom · 1 bed · Shared half-bath,427668744,Esther,,Merksem - Heide,51.2464,4.45549,Private room,40,2,13,2023-04-30,0.64,2,362,5,
52932592,Townhouse in Antwerpen · 2 bedrooms · 3 beds · 1 bath,129419622,David,,Groenenhoek,51.19288,4.44279,Entire home/apt,85,28,0,,,1,36,0,
53008638,Loft in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,128148374,Jan&Hong,,Historisch Centrum,51.21802,4.40026,Entire home/apt,134,7,6,2022-12-23,0.36,4,219,3,
53021802,Aparthotel in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1 bath,428479102,Yays,,Stadspark,51.21656,4.41501,Private room,191,1,23,2023-06-03,1.71,6,193,16,
53021839,Aparthotel in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,428479102,Yays,,Stadspark,51.21686,4.41557,Private room,213,1,3,2022-11-20,0.22,6,193,2,
53021909,Aparthotel in Antwerpen · 2 bedrooms · 4 beds · 2 baths,428479102,Yays,,Centraal Station,51.21824,4.41613,Private room,334,1,1,2022-06-19,0.08,6,164,0,
53022000,Aparthotel in Antwerpen · 2 bedrooms · 4 beds · 2 baths,428479102,Yays,,Stadspark,51.21674,4.41479,Private room,458,1,0,,,6,176,0,
53026328,Rental unit in Antwerpen · ★4.36 · 2 bedrooms · 3 beds · 1 private bath,427655611,Marmina,,Historisch Centrum,51.21994,4.40108,Private room,90,1,95,2023-05-21,4.70,5,338,56,
53030480,Rental unit in Antwerpen · ★4.61 · 1 bedroom · 2 beds · 1.5 baths,427655611,Marmina,,Historisch Centrum,51.22107,4.4002,Private room,59,1,104,2023-06-11,5.14,5,309,63,
53035756,Rental unit in Antwerpen · ★4.52 · 1 bedroom · 2 beds · 1 shared bath,427655611,Marmina,,Historisch Centrum,51.22178,4.40083,Private room,60,1,73,2023-06-11,3.61,5,324,45,
53036760,Condo in Antwerpen · 2 bedrooms · 2 beds · 1 bath,234949391,Jan,,Tentoonstellingswijk,51.19423,4.39031,Entire home/apt,130,2,1,2023-03-12,0.28,1,49,1,
53050521,Home in Antwerpen · ★4.36 · 5 bedrooms · 9 beds · 4 baths,427655611,Marmina,,Historisch Centrum,51.22089,4.39921,Entire home/apt,365,1,25,2023-06-04,1.38,5,287,17,
53070380,Rental unit in Antwerpen · ★4.50 · 1 bedroom · 1 bed · 1 bath,361513412,Daily,,Universiteitsbuurt,51.219913482666016,4.414604187011719,Entire home/apt,102,1,4,2022-11-13,0.23,12,364,3,
53070669,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,361513412,Daily,,Universiteitsbuurt,51.22061,4.4139,Entire home/apt,102,1,1,2022-08-18,0.10,12,359,1,
53071111,Rental unit in Antwerpen · ★4.56 · 1 bedroom · 2 beds · 1.5 baths,427655611,Marmina,,Historisch Centrum,51.21982,4.4007,Private room,60,1,73,2023-06-07,3.74,5,313,50,
53124248,Townhouse in Antwerpen · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,18059619,Celine,,Zurenborg,51.20799,4.4343,Entire home/apt,197,2,15,2023-01-06,0.76,1,0,5,
53158263,Condo in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,371026363,Isabelle,,Brederode,51.20623,4.3986,Entire home/apt,94,3,28,2023-06-17,1.42,1,42,18,
53170851,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,83472502,Samuel,,Stadspark,51.20783,4.41581,Entire home/apt,80,7,1,2023-02-18,0.23,1,311,1,
53178607,Aparthotel in Antwerpen · 1 bedroom · 1 bed · 1 bath,428479102,Yays,,Centraal Station,51.21803,4.41567,Private room,158,1,1,2022-06-05,0.08,6,193,0,
53178855,Aparthotel in Antwerpen · 1 bedroom · 1 bed · 1 bath,428479102,Yays,,Theaterbuurt-Meir,51.21758,4.41453,Private room,147,1,2,2022-07-17,0.15,6,190,1,
53194495,Aparthotel in Antwerpen · 1 bedroom · 1.5 baths,420506177,Ludo,,Zuid,51.21129,4.39562,Entire home/apt,175,2,2,2022-01-08,0.10,6,364,0,
53209044,Condo in Antwerpen · ★4.58 · 1 bedroom · 3 beds · 1 bath,430763705,Yaya,,Centraal Station,51.21169,4.42652,Entire home/apt,91,20,33,2023-06-05,1.72,3,336,18,
53258371,Condo in Antwerpen · ★4.56 · 1 bedroom · 1 bed · 1 bath,415479386,Zakaria,,Stadspark,51.21197,4.40929,Entire home/apt,134,1,9,2023-05-31,0.58,1,0,2,
53267261,Townhouse in Antwerpen · ★4.82 · 4 bedrooms · 4 beds · 1 bath,431724365,Arnaud,,Historisch Centrum,51.2178,4.39932,Entire home/apt,199,2,44,2023-06-11,2.45,1,92,30,
53292986,Loft in Antwerpen · ★4.77 · Studio · 2 beds · 1 bath,430763705,Yaya,,Centraal Station,51.21222,4.42431,Entire home/apt,79,20,35,2023-04-16,1.82,3,331,19,
53312330,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,75437192,Wendy,,Sint-Andries,51.21306,4.39414,Entire home/apt,106,2,4,2023-02-12,0.67,1,331,4,
53338209,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,20216162,Ellen,,Brederode,51.20124,4.3939,Entire home/apt,360,2,2,2023-05-01,0.10,4,28,1,
53353872,Loft in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,46016946,Tom,,Harmonie,51.204,4.4062,Entire home/apt,211,2,0,,,1,0,0,
53355067,Rental unit in Antwerpen · ★4.93 · 3 bedrooms · 4 beds · 2 baths,103947136,Charissa,,Universiteitsbuurt,51.2203,4.41133,Entire home/apt,260,1,14,2023-05-28,0.73,5,77,4,
53356695,Rental unit in Antwerpen · 2 bedrooms · 1 bed · 1.5 baths,20216162,Ellen,,Brederode,51.2,4.39252,Entire home/apt,540,2,0,,,4,28,0,
53357203,Rental unit in Antwerpen · ★4.96 · 3 bedrooms · 4 beds · 2 baths,103947136,Charissa,,Theaterbuurt-Meir,51.21788,4.41278,Entire home/apt,283,1,23,2023-06-18,1.22,5,55,8,
53361416,Condo in Antwerpen · ★3.67 · 1 bedroom · 1 bed · 1 bath,278620290,Taoufik,,Centraal Station,51.2121914,4.417990899999999,Entire home/apt,115,1,6,2023-05-20,1.64,2,365,6,
53423668,Loft in Antwerpen · ★4.58 · Studio · 2 beds · 1 bath,430763705,Yaya,,Centraal Station,51.2111,4.42593,Entire home/apt,92,15,12,2023-01-04,0.65,3,332,7,
53426693,Townhouse in Antwerpen · 1 bedroom · 1 bed · 1 bath,29447688,Marlien,,Borgerhout Intra Muros Noord,51.21602,4.4398,Entire home/apt,82,6,2,2021-12-20,0.10,1,0,0,
53430106,Townhouse in Antwerpen · 2 bedrooms · 2 beds · 2.5 baths,116955185,Elly,,Theaterbuurt-Meir,51.21245,4.40442,Entire home/apt,380,4,1,2022-08-02,0.09,2,260,1,
53440993,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,381702992,Oana,,Centraal Station,51.21938,4.41693,Entire home/apt,165,90,12,2022-10-08,0.67,3,300,9,
53442538,Condo in Antwerpen · ★4.56 · 1 bedroom · 1 bed · 1.5 baths,5012031,Sanne,,Historisch Centrum,51.22266,4.40194,Entire home/apt,87,1,144,2023-06-14,7.44,1,319,83,
53452260,Rental unit in Antwerpen · ★4.61 · 1 bedroom · 2 beds · 1 bath,23618489,Jo,,Sint-Andries,51.215878,4.396917,Entire home/apt,89,1,75,2023-06-28,4.04,5,306,49,
53472972,Rental unit in Antwerpen · ★4.13 · 1 bedroom · 2 beds · 1.5 baths,165436938,Luca,,Historisch Centrum,51.21952,4.39896,Entire home/apt,54,1,15,2023-05-23,0.82,44,326,12,
53473105,Rental unit in Antwerpen · ★4.24 · 2 bedrooms · 4 beds · 1.5 baths,165436938,Luca,,Historisch Centrum,51.22014,4.3972,Entire home/apt,55,1,50,2023-05-19,2.68,44,279,22,
53495724,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,433187036,Benedicte,,Historisch Centrum,51.22031,4.39756,Entire home/apt,180,3,1,2022-01-03,0.06,1,256,0,
